KEGG ID,ms1,formula1,ms2,formula2,trans,pmd
R03948,864.3065,C42H48N4O16,878.3222,C43H50N4O16,C1H2,14.0157
R03950,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R03950,830.2283,C40H38N4O16,862.2909,C42H46N4O16,C2H8,32.0626
R03952,146.0215,C5H6O5,147.0532,C5H9NO4,H3N1O-1,1.0317
R03952,650.79,C15H12I3NO4,649.7584,C15H9I3O5,H-3N-1O1,-1.0316
R03953,432.8672,C9H9I2NO3,650.79,C15H12I3NO4,C6H3I1O1,217.9228
R03953,306.9705,C9H10INO3,650.79,C15H12I3NO4,C6H2I2O1,343.8195
R03954,205.0375,C10H7NO4,223.0481,C10H9NO5,H2O1,18.0106
R03955,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R03955,205.0375,C10H7NO4,219.0532,C11H9NO4,C1H2,14.0157
R03959,142.0266,C6H6O4,142.0266,C6H6O4,,0
R03962,744.0833,C21H29N7O17P3,270.0528,C15H10O5,C-6H-19N-7O-12P-3,-474.0305
R03962,272.0685,C15H12O5,270.0528,C15H10O5,H-2,-2.0157
R03964,665.1248,C21H29N7O14P2,186.0681,C12H10O2,C-9H-19N-7O-12P-2,-479.0567
R03964,170.0732,C12H10O,186.0681,C12H10O2,O1,15.9949
R03965,973.1731,C32H46N7O20P3S,767.1152,C21H36N7O16P3S,C-11H-10O-4,-206.0579
R03965,120.0059,C3H4O5,326.0638,C14H14O9,C11H10O4,206.0579
R03966,158.0215,C6H6O5,158.0215,C6H6O5,,0
R03968,176.0685,C7H12O5,158.0579,C7H10O4,H-2O-1,-18.0106
R03969,595.0118,C13H20N5O16P3,515.0455,C13H19N5O13P2,H-1O-3P-1,-79.9663
R03970,147.0532,C5H9NO4,243.0855,C9H13N3O5,C4H4N2O1,96.0323
R03970,114.0429,C4H6N2O2,243.0855,C9H13N3O5,C5H7N1O3,129.0426
R03971,147.0532,C5H9NO4,199.0957,C8H13N3O3,C3H4N2O-1,52.0425
R03973,432.8672,C9H9I2NO3,306.9705,C9H10INO3,H1I-1,-125.8967
R03975,449.3141,C26H43NO5,392.2927,C24H40O4,C-2H-3N-1O-1,-57.0214
R03977,499.2968,C26H45NO6S,392.2927,C24H40O4,C-2H-5N-1O-2S-1,-107.0041
R03978,787.1728,C27H35N9O15P2,785.1571,C27H33N9O15P2,H-2,-2.0157
R03978,392.2927,C24H40O4,376.2977,C24H40O3,O-1,-15.995
R03980,350.1188,C18H22O5S,270.162,C18H22O2,O-3S-1,-79.9568
R03981,566.055,C15H24N2O17P2,404.0022,C9H14N2O12P2,C-6H-10O-5,-162.0528
R03982,745.0911,C21H30N7O17P3,243.8652,C6Cl4O2,C-15Cl4H-30N-7O-15P-3,-501.2259
R03982,263.847,C6HCl5O,243.8652,C6Cl4O2,Cl-1H-1O1,-19.9818
R03984,612.152,C20H32N6O12S2,307.0838,C10H17N3O6S,C-10H-15N-3O-6S-1,-305.0682
R03984,221.0913,C9H11N5O2,237.0862,C9H11N5O3,O1,15.9949
R03987,506.9862,C10H15N5O13P2S,563.2587,C26H45NO8S2,C16H30N-4O-5P-2S1,56.2725
R03987,483.3018,C26H45NO5S,427.0294,C10H15N5O10P2,C-16H-30N4O5P2S-1,-56.2724
R03989,744.0833,C21H29N7O17P3,975.2979,C35H60N7O17P3S,C14H31S1,231.2146
R03989,977.3136,C35H62N7O17P3S,975.2979,C35H60N7O17P3S,H-2,-2.0157
R03990,785.1571,C27H33N9O15P2,787.1728,C27H35N9O15P2,H2,2.0157
R03990,977.3136,C35H62N7O17P3S,975.2979,C35H60N7O17P3S,H-2,-2.0157
R03991,809.1258,C23H38N7O17P3S,767.1152,C21H36N7O16P3S,C-2H-2O-1,-42.0106
R03991,977.3136,C35H62N7O17P3S,767.1152,C21H36N7O16P3S,C-14H-26O-1,-210.1984
R03992,977.3136,C35H62N7O17P3S,767.1152,C21H36N7O16P3S,C-14H-26O-1,-210.1984
R03994,967.1626,C33H44N7O19P3S,767.1152,C21H36N7O16P3S,C-12H-8O-3,-200.0474
R03995,148.0372,C5H8O5,176.0321,C6H8O6,C1O1,27.9949
R03996,566.055,C15H24N2O17P2,404.0022,C9H14N2O12P2,C-6H-10O-5,-162.0528
R03997,745.0911,C21H30N7O17P3,177.9588,C6H4Cl2O2,C-15Cl2H-26N-7O-15P-3,-567.1323
R03997,161.9639,C6H4Cl2O,177.9588,C6H4Cl2O2,O1,15.9949
R03998,665.1248,C21H29N7O14P2,904.1629,C28H43N8O18P3S,C7H14N1O4P1S1,239.0381
R03998,886.1523,C28H41N8O17P3S,904.1629,C28H43N8O18P3S,H2O1,18.0106
R03999,745.0911,C21H30N7O17P3,904.1629,C28H43N8O18P3S,C7H13N1O1S1,159.0718
R03999,886.1523,C28H41N8O17P3S,904.1629,C28H43N8O18P3S,H2O1,18.0106
R04000,809.1258,C23H38N7O17P3S,897.1418,C26H42N7O20P3S,C3H4O3,88.016
R04000,148.0372,C5H8O5,897.1418,C26H42N7O20P3S,C21H34N7O15P3S1,749.1046
R04001,176.0685,C7H12O5,158.0579,C7H10O4,H-2O-1,-18.0106
R04002,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R04003,123.0087,C3H6ClNO2,179.0252,C5H9NO4S,C2Cl-1H3O2S1,56.0165
R04005,566.055,C15H24N2O17P2,404.0022,C9H14N2O12P2,C-6H-10O-5,-162.0528
R04005,150.0681,C9H10O2,312.1209,C15H20O7,C6H10O5,162.0528
R04006,312.1209,C15H20O7,180.0634,C6H12O6,C-9H-8O-1,-132.0575
R04010,149.0299,C8H7NS,149.0299,C8H7NS,,0
R04013,398.1372,C15H22N6O5S,398.2206,C23H30N2O4,C8H8N-4O-1S-1,0.0834
R04013,384.2049,C22H28N2O4,384.1216,C14H20N6O5S,C-8H-8N4O1S1,-0.0833
R04016,566.055,C15H24N2O17P2,404.0022,C9H14N2O12P2,C-6H-10O-5,-162.0528
R04017,506.9862,C10H15N5O13P2S,427.0294,C10H15N5O10P2,O-3S-1,-79.9568
R04020,174.0793,C10H10N2O,156.0687,C10H8N2,H-2O-1,-18.0106
R04023,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R04024,809.1258,C23H38N7O17P3S,767.1152,C21H36N7O16P3S,C-2H-2O-1,-42.0106
R04024,109.0528,C6H7NO,151.0633,C8H9NO2,C2H2O1,42.0105
R04025,130.1106,C6H14N2O,129.079,C6H11NO2,H-3N-1O1,-1.0316
R04028,146.0215,C5H6O5,147.0532,C5H9NO4,H3N1O-1,1.0317
R04028,188.1161,C8H16N2O3,187.0845,C8H13NO4,H-3N-1O1,-1.0316
R04029,146.0215,C5H6O5,147.0532,C5H9NO4,H3N1O-1,1.0317
R04029,188.1161,C8H16N2O3,187.0845,C8H13NO4,H-3N-1O1,-1.0316
R04030,506.9957,C10H16N5O13P3,347.0631,C10H14N5O7P,H-2O-6P-2,-159.9326
R04030,767.1152,C21H36N7O16P3S,971.1575,C32H44N7O20P3S,C11H8O4,204.0423
R04030,222.0528,C11H10O5,347.0631,C10H14N5O7P,C-1H4N5O2P1,125.0103
R04031,222.0528,C11H10O5,240.0634,C11H12O6,H2O1,18.0106
R04033,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R04033,137.0841,C8H11NO,151.0997,C9H13NO,C1H2,14.0156
R04035,719.0043,C15H25N5O20P4,559.0717,C15H23N5O14P2,H-2O-6P-2,-159.9326
R04036,506.9957,C10H16N5O13P3,347.0631,C10H14N5O7P,H-2O-6P-2,-159.9326
R04036,279.9976,C11H8N2O3S2,249.9871,C10H6N2O2S2,C-1H-2O-1,-30.0105
R04037,559.0717,C15H23N5O14P2,577.0822,C15H25N5O15P2,H2O1,18.0105
R04038,347.0631,C10H14N5O7P,415.1257,C15H22N5O7P,C5H8,68.0626
R04038,246.0058,C5H12O7P2,415.1257,C15H22N5O7P,C10H10N5P-1,169.1199
R04039,612.152,C20H32N6O12S2,307.0838,C10H17N3O6S,C-10H-15N-3O-6S-1,-305.0682
R04040,152.1201,C10H16O,152.1201,C10H16O,,0
R04041,566.055,C15H24N2O17P2,404.0022,C9H14N2O12P2,C-6H-10O-5,-162.0528
R04042,477.055,C12H21N3O13P2,323.0519,C9H14N3O8P,C-3H-7O-5P-1,-154.0031
R04046,664.1169,C21H28N7O14P2,239.0946,C15H13NO2,C-6H-15N-6O-12P-2,-425.0223
R04046,223.0997,C15H13NO,239.0946,C15H13NO2,O1,15.9949
R04047,744.0833,C21H29N7O17P3,239.0946,C15H13NO2,C-6H-16N-6O-15P-3,-504.9887
R04047,223.0997,C15H13NO,239.0946,C15H13NO2,O1,15.9949
R04048,178.0477,C6H10O6,176.0321,C6H8O6,H-2,-2.0156
R04049,664.1169,C21H28N7O14P2,178.0477,C6H10O6,C-15H-18N-7O-8P-2,-486.0692
R04049,180.0634,C6H12O6,178.0477,C6H10O6,H-2,-2.0157
R04050,853.1156,C24H38N7O19P3S,767.1152,C21H36N7O16P3S,C-3H-2O-3,-86.0004
R04050,160.9799,C6H5Cl2N,246.9803,C9H7Cl2NO3,C3H2O3,86.0004
R04051,147.0532,C5H9NO4,146.0215,C5H6O5,H-3N-1O1,-1.0317
R04051,167.9824,C3H5O6P,169.014,C3H8NO5P,H3N1O-1,1.0316
R04053,167.9824,C3H5O6P,123.9925,C2H5O4P,C-1O-2,-43.9899
R04056,894.1785,C27H45N8O18P3S,852.168,C25H43N8O17P3S,C-2H-2O-1,-42.0105
R04057,809.1258,C23H38N7O17P3S,867.1676,C26H44N7O18P3S,C3H6O1,58.0418
R04057,118.063,C5H10O3,867.1676,C26H44N7O18P3S,C21H34N7O15P3S1,749.1046
R04059,744.0833,C21H29N7O17P3,182.0368,C12H6O2,C-9H-23N-7O-15P-3,-562.0465
R04059,186.0681,C12H10O2,182.0368,C12H6O2,H-4,-4.0313
R04060,745.0911,C21H30N7O17P3,442.1376,C22H22N2O8,C1H-8N-5O-9P-3,-302.9535
R04060,426.1427,C22H22N2O7,442.1376,C22H22N2O8,O1,15.9949
R04061,126.0317,C6H6O3,158.0215,C6H6O5,O2,31.9898
R04062,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R04063,405.2277,C22H27N7O,393.2277,C21H27N7O,C-1,-12
R04065,664.1169,C21H28N7O14P2,126.0429,C5H6N2O2,C-16H-22N-5O-12P-2,-538.074
R04065,110.048,C5H6N2O,126.0429,C5H6N2O2,O1,15.9949
R04066,665.1248,C21H29N7O14P2,142.0378,C5H6N2O3,C-16H-23N-5O-11P-2,-523.087
R04066,126.0429,C5H6N2O2,142.0378,C5H6N2O3,O1,15.9949
R04068,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R04068,389.9518,C5H13O14P3,427.0294,C10H15N5O10P2,C5H2N5O-4P-1,37.0776
R04068,126.0429,C5H6N2O2,338.0515,C10H15N2O9P,C5H9O7P1,212.0086
R04071,566.055,C15H24N2O17P2,404.0022,C9H14N2O12P2,C-6H-10O-5,-162.0528
R04073,146.0215,C5H6O5,118.0266,C4H6O4,C-1O-1,-27.9949
R04074,664.1169,C21H28N7O14P2,122.048,C6H6N2O,C-15H-22N-5O-13P-2,-542.0689
R04076,180.0634,C6H12O6,260.0297,C6H13O9P,H1O3P1,79.9663
R04077,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R04077,341.1627,C20H23NO4,355.1784,C21H25NO4,C1H2,14.0157
R04078,583.0719,C26H21N3O9S2,571.0719,C25H21N3O9S2,C-1,-12
R04080,338.163,C20H22N2O3,336.1474,C20H20N2O3,H-2,-2.0156
R04081,589.0822,C16H25N5O15P2,443.0243,C10H15N5O11P2,C-6H-10O-4,-146.0579
R04082,605.0772,C16H25N5O16P2,443.0243,C10H15N5O11P2,C-6H-10O-5,-162.0529
R04084,153.079,C8H11NO2,287.1158,C16H17NO4,C8H6O2,134.0368
R04084,152.0473,C8H8O3,287.1158,C16H17NO4,C8H9N1O1,135.0685
R04085,137.0715,C7H9N2O,152.0586,C7H8N2O2,H-1O1,14.9871
R04088,664.1169,C21H28N7O14P2,124.0524,C7H8O2,C-14H-20N-7O-12P-2,-540.0645
R04088,126.0681,C7H10O2,124.0524,C7H8O2,H-2,-2.0157
R04089,124.0524,C7H8O2,156.0423,C7H8O4,O2,31.9899
R04091,147.0532,C5H9NO4,199.0719,C8H11N2O4,C3H2N1,52.0187
R04091,111.032,C5H5NO2,199.0719,C8H11N2O4,C3H6N1O2,88.0399
R04092,785.1571,C27H33N9O15P2,787.1728,C27H35N9O15P2,H2,2.0157
R04092,299.2824,C18H37NO2,297.2668,C18H35NO2,H-2,-2.0156
R04093,174.0793,C10H10N2O,156.0687,C10H8N2,H-2O-1,-18.0106
R04094,448.061,C16H20N2O9S2,180.0634,C6H12O6,C-10H-8N-2O-3S-2,-267.9976
R04095,785.1571,C27H33N9O15P2,787.1728,C27H35N9O15P2,H2,2.0157
R04095,851.1727,C26H44N7O17P3S,849.1571,C26H42N7O17P3S,H-2,-2.0156
R04096,851.1727,C26H44N7O17P3S,849.1571,C26H42N7O17P3S,H-2,-2.0156
R04097,851.1727,C26H44N7O17P3S,767.1152,C21H36N7O16P3S,C-5H-8O-1,-84.0575
R04099,744.0833,C21H29N7O17P3,468.324,C30H44O4,C9H15N-7O-13P-3,-275.7593
R04099,470.3396,C30H46O4,468.324,C30H44O4,H-2,-2.0156
R04100,947.2666,C33H56N7O17P3S,947.2666,C33H56N7O17P3S,,0
R04101,905.1025,C28H39ClN7O17P3S,887.1363,C28H40N7O18P3S,Cl-1H1O1,-17.9662
R04102,458.1203,C17H23N4O9P,456.1046,C17H21N4O9P,H-2,-2.0157
R04102,166.0994,C10H14O2,182.0943,C10H14O3,O1,15.9949
R04103,334.0987,C16H18N2O4S,216.0569,C8H12N2O3S,C-8H-6O-1,-118.0418
R04105,744.0833,C21H29N7O17P3,158.0943,C8H14O3,C-13H-15N-7O-14P-3,-585.989
R04105,160.1099,C8H16O3,158.0943,C8H14O3,H-2,-2.0156
R04106,744.0833,C21H29N7O17P3,158.0943,C8H14O3,C-13H-15N-7O-14P-3,-585.989
R04106,160.1099,C8H16O3,158.0943,C8H14O3,H-2,-2.0156
R04108,566.055,C15H24N2O17P2,404.0022,C9H14N2O12P2,C-6H-10O-5,-162.0528
R04108,224.0473,C14H8O3,386.1002,C20H18O8,C6H10O5,162.0529
R04109,745.0911,C21H30N7O17P3,131.0582,C5H9NO3,C-16H-21N-6O-14P-3,-614.0329
R04111,342.1162,C12H22O11,422.0825,C12H23O14P,H1O3P1,79.9663
R04112,364.1482,C14H24N2O9,293.1111,C11H19NO8,C-3H-5N-1O-1,-71.0371
R04113,398.1703,C19H22N6O4,278.1379,C13H18N4O3,C-6H-4N-2O-1,-120.0324
R04115,664.1169,C21H28N7O14P2,160.0524,C10H8O2,C-11H-20N-7O-12P-2,-504.0645
R04115,162.0681,C10H10O2,160.0524,C10H8O2,H-2,-2.0157
R04117,160.0524,C10H8O2,192.0423,C10H8O4,O2,31.9899
R04119,504.2723,C28H40O8,434.2305,C24H34O7,C-4H-6O-1,-70.0418
R04125,445.171,C19H23N7O6,457.171,C20H23N7O6,C1,12
R04126,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R04127,566.055,C15H24N2O17P2,518.3819,C28H54O8,C13H30N-2O-9P-2,-47.6731
R04127,356.329,C22H44O3,404.0022,C9H14N2O12P2,C-13H-30N2O9P2,47.6732
R04130,665.1248,C21H29N7O14P2,127.0269,C5H5NO3,C-16H-24N-6O-11P-2,-538.0979
R04130,111.032,C5H5NO2,127.0269,C5H5NO3,O1,15.9949
R04131,172.0372,C7H8O5,190.0477,C7H10O6,H2O1,18.0105
R04132,172.0372,C7H8O5,190.0477,C7H10O6,H2O1,18.0105
R04133,216.027,C8H8O7,172.0372,C7H8O5,C-1O-2,-43.9898
R04134,172.0372,C7H8O5,172.0372,C7H8O5,,0
R04135,163.0481,C5H9NO5,119.0582,C4H9NO3,C-1O-2,-43.9899
R04136,744.0833,C21H29N7O17P3,122.0368,C7H6O2,C-14H-23N-7O-15P-3,-622.0465
R04136,124.0524,C7H8O2,122.0368,C7H6O2,H-2,-2.0156
R04137,867.1676,C26H44N7O18P3S,849.1571,C26H42N7O17P3S,H-2O-1,-18.0105
R04138,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R04138,849.1571,C26H42N7O17P3S,893.1469,C27H42N7O19P3S,C1O2,43.9898
R04139,664.1169,C21H28N7O14P2,374.2821,C24H38O3,C3H10N-7O-11P-2,-289.8348
R04139,376.2977,C24H40O3,374.2821,C24H38O3,H-2,-2.0156
R04140,151.0189,C8H6ClN,170.0135,C8H7ClO2,H1N-1O2,18.9946
R04141,218.0579,C12H10O4,176.0473,C10H8O3,C-2H-2O-1,-42.0106
R04142,665.1248,C21H29N7O14P2,187.0845,C8H13NO4,C-13H-16N-6O-10P-2,-478.0403
R04142,159.0895,C7H13NO3,187.0845,C8H13NO4,C1O1,27.995
R04143,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R04143,180.0456,C6H12O4S,260.012,C6H13O7PS,H1O3P1,79.9664
R04144,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R04144,229.0351,C5H12NO7P,286.0566,C7H15N2O8P,C2H3N1O1,57.0215
R04145,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R04147,359.1151,C14H21N3O6S,359.1151,C14H21N3O6S,,0
R04148,336.0484,C11H15NO9P,358.093,C14H19N2O7P,C3H4N1O-2,22.0446
R04148,146.0844,C9H10N2,123.032,C6H5NO2,C-3H-5N-1O2,-23.0524
R04150,971.1575,C32H44N7O20P3S,767.1152,C21H36N7O16P3S,C-11H-8O-4,-204.0423
R04151,664.1169,C21H28N7O14P2,210.0681,C14H10O2,C-7H-18N-7O-12P-2,-454.0488
R04151,212.0837,C14H12O2,210.0681,C14H10O2,H-2,-2.0156
R04152,125.0242,C2H8NO3P,123.9925,C2H5O4P,H-3N-1O1,-1.0317
R04153,135.0354,C4H9NO2S,149.051,C5H11NO2S,C1H2,14.0156
R04153,121.0323,C4H9O2S,106.0089,C3H6O2S,C-1H-3,-15.0234
R04154,196.0233,C6H4N4O4,196.0233,C6H4N4O4,,0
R04157,506.9957,C10H16N5O13P3,347.0631,C10H14N5O7P,H-2O-6P-2,-159.9326
R04157,767.1152,C21H36N7O16P3S,347.0631,C10H14N5O7P,C-11H-22N-2O-9P-2S-1,-420.0521
R04158,450.1936,C20H36O7P2,444.2641,C23H41O6P,C3H5O-1P-1,-5.9295
R04158,172.0137,C3H9O6P,444.2641,C23H41O6P,C20H32,272.2504
R04160,168.0423,C8H8O4,166.0266,C8H6O4,H-2,-2.0157
R04161,168.0423,C8H8O4,168.0423,C8H8O4,,0
R04163,664.1169,C21H28N7O14P2,330.2195,C21H30O3,H2N-7O-11P-2,-333.8974
R04163,332.2351,C21H32O3,330.2195,C21H30O3,H-2,-2.0156
R04165,330.2195,C21H30O3,330.2195,C21H30O3,,0
R04166,330.2195,C21H30O3,312.2089,C21H28O2,H-2O-1,-18.0106
R04167,276.0246,C6H13O10P,196.0583,C6H12O7,H-1O-3P-1,-79.9663
R04169,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R04170,965.2772,C33H58N7O18P3S,947.2666,C33H56N7O17P3S,H-2O-1,-18.0106
R04171,146.0215,C5H6O5,147.0532,C5H9NO4,H3N1O-1,1.0317
R04171,224.0797,C10H12N2O4,223.0481,C10H9NO5,H-3N-1O1,-1.0316
R04172,224.0797,C10H12N2O4,180.0899,C9H12N2O2,C-1O-2,-43.9898
R04173,146.0215,C5H6O5,147.0532,C5H9NO4,H3N1O-1,1.0317
R04173,185.0089,C3H8NO6P,183.9773,C3H5O7P,H-3N-1O1,-1.0316
R04174,187.0845,C8H13NO4,145.0739,C6H11NO3,C-2H-2O-1,-42.0106
R04175,145.0739,C6H11NO3,127.0633,C6H9NO2,H-2O-1,-18.0106
R04176,664.1169,C21H28N7O14P2,122.048,C6H6N2O,C-15H-22N-5O-13P-2,-542.0689
R04177,132.0059,C4H4O5,113.9953,C4H2O4,H-2O-1,-18.0106
R04178,660.3159,C36H44N4O8,654.269,C36H38N4O8,H-6,-6.0469
R04179,566.055,C15H24N2O17P2,324.0359,C9H13N2O9P,C-6H-11O-8P-1,-242.0191
R04182,607.0816,C17H27N3O17P2,404.0022,C9H14N2O12P2,C-8H-13N-1O-5,-203.0794
R04185,664.1169,C21H28N7O14P2,154.0378,C6H6N2O3,C-15H-22N-5O-11P-2,-510.0791
R04185,156.0535,C6H8N2O3,154.0378,C6H6N2O3,H-2,-2.0157
R04186,744.0833,C21H29N7O17P3,154.0378,C6H6N2O3,C-15H-23N-5O-14P-3,-590.0455
R04186,156.0535,C6H8N2O3,154.0378,C6H6N2O3,H-2,-2.0157
R04187,102.0317,C4H6O3,103.0633,C4H9NO2,H3N1O-1,1.0316
R04188,146.0215,C5H6O5,147.0532,C5H9NO4,H3N1O-1,1.0317
R04188,103.0633,C4H9NO2,102.0317,C4H6O3,H-3N-1O1,-1.0316
R04189,274.1277,C10H18N4O5,232.1059,C9H16N2O5,C-1H-2N-2,-42.0218
R04190,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R04192,809.1258,C23H38N7O17P3S,767.1152,C21H36N7O16P3S,C-2H-2O-1,-42.0106
R04194,342.1162,C12H22O11,180.0634,C6H12O6,C-6H-10O-5,-162.0528
R04198,664.1169,C21H28N7O14P2,187.0481,C7H9NO5,C-14H-19N-6O-9P-2,-477.0688
R04198,171.0532,C7H9NO4,187.0481,C7H9NO5,O1,15.9949
R04199,744.0833,C21H29N7O17P3,187.0481,C7H9NO5,C-14H-20N-6O-12P-3,-557.0352
R04199,171.0532,C7H9NO4,187.0481,C7H9NO5,O1,15.9949
R04200,664.1169,C21H28N7O14P2,131.0582,C5H9NO3,C-16H-19N-6O-11P-2,-533.0587
R04200,132.0899,C5H12N2O2,131.0582,C5H9NO3,H-3N-1O1,-1.0317
R04201,744.0833,C21H29N7O17P3,131.0582,C5H9NO3,C-16H-20N-6O-14P-3,-613.0251
R04201,132.0899,C5H12N2O2,131.0582,C5H9NO3,H-3N-1O1,-1.0317
R04202,390.277,C24H38O4,278.1518,C16H22O4,C-8H-16,-112.1252
R04203,664.1169,C21H28N7O14P2,865.152,C26H42N7O18P3S,C5H14O4P1S1,201.0351
R04203,867.1676,C26H44N7O18P3S,865.152,C26H42N7O18P3S,H-2,-2.0156
R04204,867.1676,C26H44N7O18P3S,849.1571,C26H42N7O17P3S,H-2O-1,-18.0105
R04205,264.1838,C15H24N2O2,346.2256,C20H30N2O3,C5H6O1,82.0418
R04205,849.1571,C26H42N7O17P3S,767.1152,C21H36N7O16P3S,C-5H-6O-1,-82.0419
R04206,216.0035,C4H9O8P,197.9929,C4H7O7P,H-2O-1,-18.0106
R04208,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R04208,313.0675,C8H16N3O8P,295.0569,C8H14N3O7P,H-2O-1,-18.0106
R04209,339.0468,C9H14N3O9P,295.0569,C8H14N3O7P,C-1O-2,-43.9899
R04210,664.1169,C21H28N7O14P2,213.9879,C4H7O8P,C-17H-21N-7O-6P-1,-450.129
R04210,216.0035,C4H9O8P,213.9879,C4H7O8P,H-2,-2.0156
R04211,839.1,C23H36N7O19P3S,767.1152,C21H36N7O16P3S,C-2O-3,-71.9848
R04211,104.0586,C3H8N2O2,176.0433,C5H8N2O5,C2O3,71.9847
R04212,427.0294,C10H15N5O10P2,506.9957,C10H16N5O13P3,H1O3P1,79.9663
R04212,147.0532,C5H9NO4,146.0691,C5H10N2O3,H1N1O-1,-0.9841
R04213,506.9862,C10H15N5O13P2S,427.0294,C10H15N5O10P2,O-3S-1,-79.9568
R04213,195.0895,C10H13NO3,275.0464,C10H13NO6S,O3S1,79.9569
R04214,160.0484,C5H8N2O4,142.0378,C5H6N2O3,H-2O-1,-18.0106
R04215,482.9845,C9H16N3O14P3,630.1422,C20H31N4O17P,C11H15N1O3P-2,147.1577
R04215,325.1009,C11H19NO10,630.1422,C20H31N4O17P,C9H12N3O7P1,305.0413
R04217,146.0215,C5H6O5,147.0532,C5H9NO4,H3N1O-1,1.0317
R04217,232.1059,C9H16N2O5,231.0743,C9H13NO6,H-3N-1O1,-1.0316
R04218,722.444,C40H68O7P2,544.5008,C40H64,H-4O-7P-2,-177.9432
R04221,131.0582,C5H9NO3,129.0426,C5H7NO3,H-2,-2.0156
R04222,342.1053,C8H19N6O7P,402.0229,C10H16N2O11P2,C2H-3N-4O4P1,59.9176
R04222,548.0808,C16H26N2O15P2,488.1632,C14H29N6O11P,C-2H3N4O-4P-1,-59.9176
R04223,158.0215,C6H6O5,132.0423,C5H8O4,C-1H2O-1,-25.9792
R04224,835.1414,C25H40N7O17P3S,853.152,C25H42N7O18P3S,H2O1,18.0106
R04228,665.1248,C21H29N7O14P2,176.0586,C9H8N2O2,C-12H-21N-5O-12P-2,-489.0662
R04228,190.0378,C9H6N2O3,176.0586,C9H8N2O2,H2O-1,-13.9792
R04229,745.0911,C21H30N7O17P3,176.0586,C9H8N2O2,C-12H-22N-5O-15P-3,-569.0325
R04229,190.0378,C9H6N2O3,176.0586,C9H8N2O2,H2O-1,-13.9792
R04230,506.9957,C10H16N5O13P3,402.0862,C12H23N2O9PS,C2H7N-3O-4P-2S1,-104.9095
R04230,121.0197,C3H7NO2S,347.0631,C10H14N5O7P,C7H7N4O5P1S-1,226.0434
R04230,299.077,C9H18NO8P,347.0631,C10H14N5O7P,C1H-4N4O-1,47.9861
R04231,482.9845,C9H16N3O14P3,402.0862,C12H23N2O9PS,C3H7N-1O-5P-2S1,-80.8983
R04231,121.0197,C3H7NO2S,323.0519,C9H14N3O8P,C6H7N2O6P1S-1,202.0322
R04231,299.077,C9H18NO8P,323.0519,C9H14N3O8P,H-4N2,23.9749
R04234,146.0215,C5H6O5,147.0532,C5H9NO4,H3N1O-1,1.0317
R04234,167.0582,C8H9NO3,166.0266,C8H6O4,H-3N-1O1,-1.0316
R04235,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R04235,321.0726,C10H16N3O7P,401.0389,C10H17N3O10P2,H1O3P1,79.9663
R04236,664.1169,C21H28N7O14P2,154.0031,C3H7O5P,C-18H-21N-7O-9P-1,-510.1138
R04236,156.0188,C3H9O5P,154.0031,C3H7O5P,H-2,-2.0157
R04237,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R04237,584.2274,C34H32MgN4O4,598.243,C35H34MgN4O4,C1H2,14.0156
R04241,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R04241,147.0532,C5H9NO4,427.0294,C10H15N5O10P2,C5H6N4O6P2,279.9762
R04247,482.9845,C9H16N3O14P3,430.0655,C11H20N4O10P2,C2H4N1O-4P-1,-52.919
R04247,125.0242,C2H8NO3P,430.0655,C11H20N4O10P2,C9H12N3O7P1,305.0413
R04249,125.0242,C2H8NO3P,141.0191,C2H8NO4P,O1,15.9949
R04250,125.0242,C2H8NO3P,139.0398,C3H10NO3P,C1H2,14.0156
