KEGG ID,ms1,formula1,ms2,formula2,trans,pmd
R08003,246.0058,C5H12O7P2,340.1311,C20H20O5,C15H8O-2P-2,94.1253
R08003,272.0685,C15H12O5,340.1311,C20H20O5,C5H8,68.0626
R08004,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R08004,340.1311,C20H20O5,354.1467,C21H22O5,C1H2,14.0156
R08005,288.0634,C15H12O6,302.0427,C15H10O7,H-2O1,13.9793
R08006,566.055,C15H24N2O17P2,434.1213,C21H22O10,C6H-2N-2O-7P-2,-131.9337
R08006,272.0685,C15H12O5,404.0022,C9H14N2O12P2,C-6H2N2O7P2,131.9337
R08007,566.055,C15H24N2O17P2,450.1162,C21H22O11,C6H-2N-2O-6P-2,-115.9388
R08007,288.0634,C15H12O6,404.0022,C9H14N2O12P2,C-6H2N2O6P2,115.9388
R08008,434.1213,C21H22O10,448.1006,C21H20O11,H-2O1,13.9793
R08009,450.1162,C21H22O11,464.0955,C21H20O12,H-2O1,13.9793
R08010,450.1162,C21H22O11,448.1006,C21H20O11,H-2,-2.0156
R08011,286.0477,C15H10O6,302.0427,C15H10O7,O1,15.995
R08012,288.0634,C15H12O6,302.079,C16H14O6,C1H2,14.0156
R08013,566.055,C15H24N2O17P2,434.1213,C21H22O10,C6H-2N-2O-7P-2,-131.9337
R08013,272.0685,C15H12O5,404.0022,C9H14N2O12P2,C-6H2N2O7P2,131.9337
R08014,745.0911,C21H30N7O17P3,213.0386,C7H7N3O5,C-14H-23N-4O-12P-3,-532.0525
R08014,227.0178,C7H5N3O6,213.0386,C7H7N3O5,H2O-1,-13.9792
R08015,745.0911,C21H30N7O17P3,199.0593,C7H9N3O4,C-14H-21N-4O-13P-3,-546.0318
R08015,213.0386,C7H7N3O5,199.0593,C7H9N3O4,H2O-1,-13.9793
R08016,745.0911,C21H30N7O17P3,183.0644,C7H9N3O3,C-14H-21N-4O-14P-3,-562.0267
R08016,199.0593,C7H9N3O4,183.0644,C7H9N3O3,O-1,-15.9949
R08017,665.1248,C21H29N7O14P2,213.0386,C7H7N3O5,C-14H-22N-4O-9P-2,-452.0862
R08017,227.0178,C7H5N3O6,213.0386,C7H7N3O5,H2O-1,-13.9792
R08018,665.1248,C21H29N7O14P2,197.0437,C7H7N3O4,C-14H-22N-4O-10P-2,-468.0811
R08018,213.0386,C7H7N3O5,197.0437,C7H7N3O4,O-1,-15.9949
R08019,745.0911,C21H30N7O17P3,197.0437,C7H7N3O4,C-14H-23N-4O-13P-3,-548.0474
R08019,213.0386,C7H7N3O5,197.0437,C7H7N3O4,O-1,-15.9949
R08020,213.0386,C7H7N3O5,406.0509,C14H10N6O9,C7H3N3O4,193.0123
R08021,566.055,C15H24N2O17P2,464.1319,C22H24O11,C7N-2O-6P-2,-101.9231
R08021,302.079,C16H14O6,404.0022,C9H14N2O12P2,C-7N2O6P2,101.9232
R08022,550.0601,C15H24N2O16P2,610.1898,C28H34O15,C13H10N-2O-1P-2,60.1297
R08022,464.1319,C22H24O11,404.0022,C9H14N2O12P2,C-13H-10N2O1P2,-60.1297
R08023,164.0473,C9H8O3,580.1792,C27H32O14,C18H24O11,416.1319
R08024,580.1792,C27H32O14,580.1792,C27H32O14,,0
R08026,272.0685,C15H12O5,302.079,C16H14O6,C1H2O1,30.0105
R08027,167.0695,C7H9N3O2,137.0953,C7H11N3,H2O-2,-29.9742
R08028,272.0685,C15H12O5,314.079,C17H14O6,C2H2O1,42.0105
R08029,256.0736,C15H12O4,270.0892,C16H14O4,C1H2,14.0156
R08030,167.0695,C7H9N3O2,137.0953,C7H11N3,H2O-2,-29.9742
R08031,288.0634,C15H12O6,302.079,C16H14O6,C1H2,14.0156
R08032,272.0685,C15H12O5,288.0634,C15H12O6,O1,15.9949
R08033,197.0437,C7H7N3O4,152.0586,C7H8N2O2,H1N-1O-2,-44.9851
R08034,167.0695,C7H9N3O2,153.0902,C7H11N3O,H2O-1,-13.9793
R08035,153.0902,C7H11N3O,137.0953,C7H11N3,O-1,-15.9949
R08036,809.1258,C23H38N7O17P3S,767.1152,C21H36N7O16P3S,C-2H-2O-1,-42.0106
R08036,167.0695,C7H9N3O2,209.08,C9H11N3O3,C2H2O1,42.0105
R08037,213.0386,C7H7N3O5,406.0509,C14H10N6O9,C7H3N3O4,193.0123
R08037,213.0386,C7H7N3O5,406.0509,C14H10N6O9,C7H3N3O4,193.0123
R08038,213.0386,C7H7N3O5,406.0509,C14H10N6O9,C7H3N3O4,193.0123
R08040,137.0953,C7H11N3,140.0473,C7H8O3,H-3N-3O3,2.952
R08041,140.0473,C7H8O3,108.0575,C7H8O,O-2,-31.9898
R08042,665.1248,C21H29N7O14P2,213.0386,C7H7N3O5,C-14H-22N-4O-9P-2,-452.0862
R08042,227.0178,C7H5N3O6,213.0386,C7H7N3O5,H2O-1,-13.9792
R08043,665.1248,C21H29N7O14P2,197.0437,C7H7N3O4,C-14H-22N-4O-10P-2,-468.0811
R08043,213.0386,C7H7N3O5,197.0437,C7H7N3O4,O-1,-15.9949
R08044,665.1248,C21H29N7O14P2,167.0695,C7H9N3O2,C-14H-20N-4O-12P-2,-498.0553
R08044,197.0437,C7H7N3O4,167.0695,C7H9N3O2,H2O-2,-29.9742
R08045,665.1248,C21H29N7O14P2,167.0695,C7H9N3O2,C-14H-20N-4O-12P-2,-498.0553
R08045,197.0437,C7H7N3O4,167.0695,C7H9N3O2,H2O-2,-29.9742
R08046,665.1248,C21H29N7O14P2,167.0695,C7H9N3O2,C-14H-20N-4O-12P-2,-498.0553
R08046,197.0437,C7H7N3O4,167.0695,C7H9N3O2,H2O-2,-29.9742
R08047,665.1248,C21H29N7O14P2,183.0644,C7H9N3O3,C-14H-20N-4O-11P-2,-482.0604
R08047,197.0437,C7H7N3O4,183.0644,C7H9N3O3,H2O-1,-13.9793
R08048,199.0593,C7H9N3O4,199.0593,C7H9N3O4,,0
R08049,183.0644,C7H9N3O3,167.0695,C7H9N3O2,O-1,-15.9949
R08050,146.0215,C5H6O5,158.0691,C6H10N2O3,C1H4N2O-2,12.0476
R08050,142.0742,C6H10N2O2,158.0691,C6H10N2O3,O1,15.9949
R08051,506.9957,C10H16N5O13P3,575.0583,C15H24N5O13P3,C5H8,68.0626
R08051,246.0058,C5H12O7P2,575.0583,C15H24N5O13P3,C10H12N5O6P1,329.0525
R08052,427.0294,C10H15N5O10P2,495.092,C15H23N5O10P2,C5H8,68.0626
R08052,246.0058,C5H12O7P2,495.092,C15H23N5O10P2,C10H11N5O3,249.0862
R08053,575.0583,C15H24N5O13P3,591.0533,C15H24N5O14P3,O1,15.995
R08054,495.092,C15H23N5O10P2,511.0869,C15H23N5O11P2,O1,15.9949
R08055,415.1257,C15H22N5O7P,431.1206,C15H22N5O8P,O1,15.9949
R08056,210.0376,C6H10O8,192.027,C6H8O7,H-2O-1,-18.0106
R08057,522.9907,C10H16N5O14P3,690.0949,C20H24N10O14P2,C10H8N5P-1,167.1042
R08058,776.263,C30H45N6O16P,788.263,C31H45N6O16P,C1,12
R08059,744.0833,C21H29N7O17P3,787.2551,C31H44N6O16P,C10H15N-1O-1P-2,43.1718
R08059,788.263,C31H45N6O16P,745.0911,C21H30N7O17P3,C-10H-15N1O1P2,-43.1719
R08060,776.2752,C35H44N4O16,748.2803,C34H44N4O15,C-1O-1,-27.9949
R08061,575.0583,C15H24N5O13P3,495.092,C15H23N5O10P2,H-1O-3P-1,-79.9663
R08062,495.092,C15H23N5O10P2,415.1257,C15H22N5O7P,H-1O-3P-1,-79.9663
R08063,591.0533,C15H24N5O14P3,511.0869,C15H23N5O11P2,H-1O-3P-1,-79.9664
R08064,511.0869,C15H23N5O11P2,431.1206,C15H22N5O8P,H-1O-3P-1,-79.9663
R08065,431.1206,C15H22N5O8P,433.1362,C15H24N5O8P,H2,2.0156
R08066,335.1594,C15H21N5O4,351.1543,C15H21N5O5,O1,15.9949
R08067,351.1543,C15H21N5O5,353.1699,C15H23N5O5,H2,2.0156
R08068,203.1171,C10H13N5,219.112,C10H13N5O,O1,15.9949
R08069,415.1257,C15H22N5O7P,335.1594,C15H21N5O4,H-1O-3P-1,-79.9663
R08070,431.1206,C15H22N5O8P,351.1543,C15H21N5O5,H-1O-3P-1,-79.9663
R08071,433.1362,C15H24N5O8P,353.1699,C15H23N5O5,H-1O-3P-1,-79.9663
R08072,335.1594,C15H21N5O4,203.1171,C10H13N5,C-5H-8O-4,-132.0423
R08073,351.1543,C15H21N5O5,219.112,C10H13N5O,C-5H-8O-4,-132.0423
R08074,353.1699,C15H23N5O5,221.1277,C10H15N5O,C-5H-8O-4,-132.0422
R08075,566.055,C15H24N2O17P2,404.0022,C9H14N2O12P2,C-6H-10O-5,-162.0528
R08075,219.112,C10H13N5O,381.1648,C16H23N5O6,C6H10O5,162.0528
R08076,566.055,C15H24N2O17P2,404.0022,C9H14N2O12P2,C-6H-10O-5,-162.0528
R08076,221.1277,C10H15N5O,383.1805,C16H25N5O6,C6H10O5,162.0528
R08079,431.1206,C15H22N5O8P,351.1543,C15H21N5O5,H-1O-3P-1,-79.9663
R08080,351.1543,C15H21N5O5,219.112,C10H13N5O,C-5H-8O-4,-132.0423
R08081,146.0215,C5H6O5,118.0266,C4H6O4,C-1O-1,-27.9949
R08081,256.0736,C15H12O4,254.0579,C15H10O4,H-2,-2.0157
R08082,146.0215,C5H6O5,118.0266,C4H6O4,C-1O-1,-27.9949
R08082,272.0685,C15H12O5,270.0528,C15H10O5,H-2,-2.0157
R08083,744.0833,C21H29N7O17P3,152.1201,C10H16O,C-11H-13N-7O-16P-3,-591.9632
R08083,154.1358,C10H18O,152.1201,C10H16O,H-2,-2.0157
R08084,744.0833,C21H29N7O17P3,154.1358,C10H18O,C-11H-11N-7O-16P-3,-589.9475
R08084,156.1514,C10H20O,154.1358,C10H18O,H-2,-2.0156
R08085,744.0833,C21H29N7O17P3,154.1358,C10H18O,C-11H-11N-7O-16P-3,-589.9475
R08085,156.1514,C10H20O,154.1358,C10H18O,H-2,-2.0156
R08086,664.1169,C21H28N7O14P2,168.115,C10H16O2,C-11H-12N-7O-12P-2,-496.0019
R08086,152.1201,C10H16O,168.115,C10H16O2,O1,15.9949
R08087,664.1169,C21H28N7O14P2,170.1307,C10H18O2,C-11H-10N-7O-12P-2,-493.9862
R08087,154.1358,C10H18O,170.1307,C10H18O2,O1,15.9949
R08088,506.9957,C10H16N5O13P3,347.0631,C10H14N5O7P,H-2O-6P-2,-159.9326
R08088,767.1152,C21H36N7O16P3S,919.2353,C31H52N7O17P3S,C10H16O1,152.1201
R08088,170.1307,C10H18O2,347.0631,C10H14N5O7P,H-4N5O5P1,176.9324
R08089,919.2353,C31H52N7O17P3S,917.2197,C31H50N7O17P3S,H-2,-2.0156
R08090,979.2201,C32H52N7O20P3S,919.1989,C30H48N7O18P3S,C-2H-4O-2,-60.0212
R08091,767.1152,C21H36N7O16P3S,809.1258,C23H38N7O17P3S,C2H2O1,42.0106
R08091,919.1989,C30H48N7O18P3S,877.1884,C28H46N7O17P3S,C-2H-2O-1,-42.0105
R08092,785.1571,C27H33N9O15P2,787.1728,C27H35N9O15P2,H2,2.0157
R08092,877.1884,C28H46N7O17P3S,875.1727,C28H44N7O17P3S,H-2,-2.0157
R08093,875.1727,C28H44N7O17P3S,893.1833,C28H46N7O18P3S,H2O1,18.0106
R08094,664.1169,C21H28N7O14P2,891.1676,C28H44N7O18P3S,C7H16O4P1S1,227.0507
R08094,893.1833,C28H46N7O18P3S,891.1676,C28H44N7O18P3S,H-2,-2.0157
R08095,767.1152,C21H36N7O16P3S,809.1258,C23H38N7O17P3S,C2H2O1,42.0106
R08095,891.1676,C28H44N7O18P3S,849.1571,C26H42N7O17P3S,C-2H-2O-1,-42.0105
R08096,664.1169,C21H28N7O14P2,170.1307,C10H18O2,C-11H-10N-7O-12P-2,-493.9862
R08096,154.1358,C10H18O,170.1307,C10H18O2,O1,15.9949
R08097,767.1152,C21H36N7O16P3S,917.2197,C31H50N7O17P3S,C10H14O1,150.1045
R08097,168.115,C10H16O2,917.2197,C31H50N7O17P3S,C21H34N7O15P3S1,749.1047
R08098,917.2197,C31H50N7O17P3S,917.2197,C31H50N7O17P3S,,0
R08099,152.1201,C10H16O,152.1201,C10H16O,,0
R08100,665.1248,C21H29N7O14P2,174.0328,C7H7FO4,C-14F1H-22N-7O-10P-2,-491.092
R08100,140.0274,C7H5FO2,174.0328,C7H7FO4,H2O2,34.0054
R08101,665.1248,C21H29N7O14P2,174.0328,C7H7FO4,C-14F1H-22N-7O-10P-2,-491.092
R08101,140.0274,C7H5FO2,174.0328,C7H7FO4,H2O2,34.0054
R08103,665.1248,C21H29N7O14P2,130.043,C6H7FO2,C-15F1H-22N-7O-12P-2,-535.0818
R08104,665.1248,C21H29N7O14P2,130.043,C6H7FO2,C-15F1H-22N-7O-12P-2,-535.0818
R08105,664.1169,C21H28N7O14P2,128.0274,C6H5FO2,C-15F1H-23N-7O-12P-2,-536.0895
R08105,130.043,C6H7FO2,128.0274,C6H5FO2,H-2,-2.0156
R08106,130.043,C6H7FO2,110.0368,C6H6O2,F-1H-1,-20.0062
R08108,665.1248,C21H29N7O14P2,174.0328,C7H7FO4,C-14F1H-22N-7O-10P-2,-491.092
R08108,140.0274,C7H5FO2,174.0328,C7H7FO4,H2O2,34.0054
R08109,665.1248,C21H29N7O14P2,174.0328,C7H7FO4,C-14F1H-22N-7O-10P-2,-491.092
R08109,140.0274,C7H5FO2,174.0328,C7H7FO4,H2O2,34.0054
R08110,665.1248,C21H29N7O14P2,174.0328,C7H7FO4,C-14F1H-22N-7O-10P-2,-491.092
R08110,140.0274,C7H5FO2,174.0328,C7H7FO4,H2O2,34.0054
R08111,664.1169,C21H28N7O14P2,128.0274,C6H5FO2,C-15F1H-23N-7O-12P-2,-536.0895
R08111,174.0328,C7H7FO4,128.0274,C6H5FO2,C-1H-2O-2,-46.0054
R08112,664.1169,C21H28N7O14P2,128.0274,C6H5FO2,C-15F1H-23N-7O-12P-2,-536.0895
R08112,174.0328,C7H7FO4,128.0274,C6H5FO2,C-1H-2O-2,-46.0054
R08113,664.1169,C21H28N7O14P2,128.0274,C6H5FO2,C-15F1H-23N-7O-12P-2,-536.0895
R08113,174.0328,C7H7FO4,128.0274,C6H5FO2,C-1H-2O-2,-46.0054
R08114,128.0274,C6H5FO2,160.0172,C6H5FO4,O2,31.9898
R08115,128.0274,C6H5FO2,160.0172,C6H5FO4,O2,31.9898
R08116,160.0172,C6H5FO4,160.0172,C6H5FO4,,0
R08117,506.9957,C10H16N5O13P3,347.0631,C10H14N5O7P,H-2O-6P-2,-159.9326
R08117,767.1152,C21H36N7O16P3S,889.132,C28H39FN7O17P3S,C7F1H3O1,122.0168
R08117,140.0274,C7H5FO2,347.0631,C10H14N5O7P,C3F-1H9N5O5P1,207.0357
R08118,889.132,C28H39FN7O17P3S,887.1363,C28H40N7O18P3S,F-1H1O1,-1.9957
R08119,160.0172,C6H5FO4,160.0172,C6H5FO4,,0
R08120,160.0172,C6H5FO4,158.0215,C6H6O5,F-1H1O1,-1.9957
R08121,160.0172,C6H5FO4,158.0215,C6H6O5,F-1H1O1,-1.9957
R08122,174.0328,C7H7FO4,110.0368,C6H6O2,C-1F-1H-1O-2,-63.996
R08123,174.0328,C7H7FO4,128.0274,C6H5FO2,C-1H-2O-2,-46.0054
R08124,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R08124,308.1584,C12H24N2O7,388.1247,C12H25N2O10P,H1O3P1,79.9663
R08125,388.1247,C12H25N2O10P,260.0297,C6H13O9P,C-6H-12N-2O-1,-128.095
R08126,432.1056,C21H20O10,564.1479,C26H28O14,C5H8O4,132.0423
R08127,814.144,C33H34O24,638.1119,C27H26O18,C-6H-8O-6,-176.0321
R08128,566.055,C15H24N2O17P2,610.1534,C27H30O16,C12H6N-2O-1P-2,44.0984
R08128,448.1006,C21H20O11,404.0022,C9H14N2O12P2,C-12H-6N2O1P2,-44.0984
R08129,272.0685,C15H12O5,434.1213,C21H22O10,C6H10O5,162.0528
R08130,434.1213,C21H22O10,432.1056,C21H20O10,H-2,-2.0157
R08132,384.3392,C27H44O,414.3134,C27H42O3,H-2O2,29.9742
R08133,416.329,C27H44O3,432.324,C27H44O4,O1,15.995
R08134,432.324,C27H44O4,448.3189,C27H44O5,O1,15.9949
R08135,448.3189,C27H44O5,464.3138,C27H44O6,O1,15.9949
R08136,414.3134,C27H42O3,430.3083,C27H42O4,O1,15.9949
R08137,414.3134,C27H42O3,416.329,C27H44O3,H2,2.0156
R08138,430.3083,C27H42O4,446.3032,C27H42O5,O1,15.9949
R08139,446.3032,C27H42O5,462.2981,C27H42O6,O1,15.9949
R08140,665.1248,C21H29N7O14P2,464.3138,C27H44O6,C6H15N-7O-8P-2,-200.811
R08140,462.2981,C27H42O6,464.3138,C27H44O6,H2,2.0157
R08141,665.1248,C21H29N7O14P2,464.3138,C27H44O6,C6H15N-7O-8P-2,-200.811
R08141,462.2981,C27H42O6,464.3138,C27H44O6,H2,2.0157
R08142,464.3138,C27H44O6,480.3087,C27H44O7,O1,15.9949
R08143,480.3087,C27H44O7,496.3036,C27H44O8,O1,15.9949
R08144,382.131,C15H28O7P2,222.1984,C15H26O,H-2O-6P-2,-159.9326
R08146,664.1169,C21H28N7O14P2,236.1776,C15H24O2,C-6H-4N-7O-12P-2,-427.9393
R08146,220.1827,C15H24O,236.1776,C15H24O2,O1,15.9949
R08147,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R08147,236.1776,C15H24O2,250.1933,C16H26O2,C1H2,14.0157
R08148,250.1933,C16H26O2,266.1882,C16H26O3,O1,15.9949
R08149,266.1882,C16H26O3,252.1725,C15H24O3,C-1H-2,-14.0157
R08150,284.1988,C16H28O4,270.1831,C15H26O4,C-1H-2,-14.0157
R08151,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R08151,252.1725,C15H24O3,266.1882,C16H26O3,C1H2,14.0157
R08152,252.1725,C15H24O3,270.1831,C15H26O4,H2O1,18.0106
R08153,266.1882,C16H26O3,284.1988,C16H28O4,H2O1,18.0106
R08154,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R08154,284.1988,C16H28O4,364.1651,C16H29O7P,H1O3P1,79.9663
R08155,266.1882,C16H26O3,282.1831,C16H26O4,O1,15.9949
R08160,204.0899,C11H12N2O2,174.0793,C10H10N2O,C-1H-2O-1,-30.0106
R08164,566.055,C15H24N2O17P2,404.0022,C9H14N2O12P2,C-6H-10O-5,-162.0528
R08164,206.0514,C10H10N2OS,368.1042,C16H20N2O6S,C6H10O5,162.0528
R08165,146.0215,C5H6O5,328.0794,C14H16O9,C9H10O4,182.0579
R08165,226.0477,C10H10O6,328.0794,C14H16O9,C4H6O3,102.0317
R08166,328.0794,C14H16O9,240.0634,C11H12O6,C-3H-4O-3,-88.016
R08167,506.9862,C10H15N5O13P2S,448.061,C16H20N2O9S2,C6H5N-3O-4P-2S1,-58.9252
R08167,368.1042,C16H20N2O6S,427.0294,C10H15N5O10P2,C-6H-5N3O4P2S-1,58.9252
R08168,745.0911,C21H30N7O17P3,293.0834,C13H15N3O3S,C-8H-15N-4O-14P-3S1,-452.0077
R08168,121.0197,C3H7NO2S,293.0834,C13H15N3O3S,C10H8N2O1,172.0637
R08168,174.0793,C10H10N2O,293.0834,C13H15N3O3S,C3H5N1O2S1,119.0041
R08170,293.0834,C13H15N3O3S,206.0514,C10H10N2OS,C-3H-5N-1O-2,-87.032
R08171,871.1414,C28H40N7O17P3S,853.331,C47H51NO14,C19H11N-6O-3P-3S-1,-17.8104
R08171,749.3047,C40H47NO13,767.1152,C21H36N7O16P3S,C-19H-11N6O3P3S1,17.8105
R08172,586.2414,C31H38O11,733.3098,C40H47NO12,C9H9N1O1,147.0684
R08172,914.1836,C30H45N8O17P3S,767.1152,C21H36N7O16P3S,C-9H-9N-1O-1,-147.0684
R08173,733.3098,C40H47NO12,749.3047,C40H47NO13,O1,15.9949
R08193,301.0563,C8H16NO9P,301.0563,C8H16NO9P,,0
R08194,744.0833,C21H29N7O17P3,162.0528,C6H10O5,C-15H-19N-7O-12P-3,-582.0305
R08194,164.0685,C6H12O5,162.0528,C6H10O5,H-2,-2.0157
R08197,174.1117,C6H14N4O2,173.08,C6H11N3O3,H-3N-1O1,-1.0317
R08198,664.1169,C21H28N7O14P2,146.0215,C5H6O5,C-16H-22N-7O-9P-2,-518.0954
R08198,148.0372,C5H8O5,146.0215,C5H6O5,H-2,-2.0157
R08201,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R08201,146.0215,C5H6O5,190.0114,C6H6O7,C1O2,43.9899
R08203,745.0911,C21H30N7O17P3,630.2329,C35H34MgN4O6,C14H4Mg1N-3O-11P-3,-114.8582
R08203,614.238,C35H34MgN4O5,630.2329,C35H34MgN4O6,O1,15.9949
R08204,745.0911,C21H30N7O17P3,628.2172,C35H32MgN4O6,C14H2Mg1N-3O-11P-3,-116.8739
R08204,630.2329,C35H34MgN4O6,628.2172,C35H32MgN4O6,H-2,-2.0157
R08205,745.0911,C21H30N7O17P3,302.1882,C19H26O3,C-2H-4N-7O-14P-3,-442.9029
R08205,286.1933,C19H26O2,302.1882,C19H26O3,O1,15.9949
R08206,745.0911,C21H30N7O17P3,286.1933,C19H26O2,C-2H-4N-7O-15P-3,-458.8978
R08206,330.2195,C21H30O3,286.1933,C19H26O2,C-2H-4O-1,-44.0262
R08207,246.0892,C14H14O4,186.0317,C11H6O3,C-3H-8O-1,-60.0575
R08208,744.0833,C21H29N7O17P3,237.0862,C9H11N5O3,C-12H-18N-2O-14P-3,-506.9971
R08208,241.1175,C9H15N5O3,237.0862,C9H11N5O3,H-4,-4.0313
R08210,246.0058,C5H12O7P2,262.0007,C5H12O8P2,O1,15.9949
R08211,102.0919,C5H12NO,117.079,C5H11NO2,H-1O1,14.9871
R08212,104.1075,C5H14NO,117.079,C5H11NO2,H-3O1,12.9715
R08213,809.1258,C23H38N7O17P3S,767.1152,C21H36N7O16P3S,C-2H-2O-1,-42.0106
R08213,146.0215,C5H6O5,188.0321,C7H8O6,C2H2O1,42.0106
R08214,664.1169,C21H28N7O14P2,174.0528,C7H10O5,C-14H-18N-7O-9P-2,-490.0641
R08214,220.0583,C8H12O7,174.0528,C7H10O5,C-1H-2O-2,-46.0055
R08215,664.1169,C21H28N7O14P2,188.0685,C8H12O5,C-13H-16N-7O-9P-2,-476.0484
R08215,234.074,C9H14O7,188.0685,C8H12O5,C-1H-2O-2,-46.0055
R08217,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R08217,263.1191,C11H21NO4S,343.0855,C11H22NO7PS,H1O3P1,79.9664
R08218,506.9957,C10H16N5O13P3,347.0631,C10H14N5O7P,H-2O-6P-2,-159.9326
R08218,105.0426,C3H7NO3,347.0631,C10H14N5O7P,C7H7N4O4P1,242.0205
R08220,359.1493,C15H22FN3O6,245.0812,C9H12FN3O4,C-6H-10O-2,-114.0681
R08221,245.0812,C9H12FN3O4,246.0652,C9H11FN2O5,H-1N-1O1,0.984
R08222,246.0652,C9H11FN2O5,214.0242,C5H11O7P,C-4F-1N-2O2P1,-32.041
R08223,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R08225,200.0597,C8H9FN2O3,130.0179,C4H3FN2O2,C-4H-6O-1,-70.0418
R08226,745.0911,C21H30N7O17P3,132.0335,C4H5FN2O2,C-17F1H-25N-5O-15P-3,-613.0576
R08226,130.0179,C4H3FN2O2,132.0335,C4H5FN2O2,H2,2.0156
R08227,132.0335,C4H5FN2O2,150.0441,C4H7FN2O3,H2O1,18.0106
R08228,150.0441,C4H7FN2O3,107.0383,C3H6FNO2,C-1H-1N-1O-1,-43.0058
R08229,230.0192,C5H11O8P,262.0601,C9H11FN2O6,C4F1N2O-2P-1,32.0409
R08229,130.0179,C4H3FN2O2,262.0601,C9H11FN2O6,C5H8O4,132.0422
R08230,214.0242,C5H11O7P,246.0652,C9H11FN2O5,C4F1N2O-2P-1,32.041
R08230,130.0179,C4H3FN2O2,246.0652,C9H11FN2O5,C5H8O3,116.0473
R08231,389.9518,C5H13O14P3,342.0264,C9H12FN2O9P,C4F1H-1N2O-5P-2,-47.9254
R08231,130.0179,C4H3FN2O2,342.0264,C9H12FN2O9P,C5H9O7P1,212.0085
R08232,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R08232,262.0601,C9H11FN2O6,342.0264,C9H12FN2O9P,H1O3P1,79.9663
R08233,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R08233,246.0652,C9H11FN2O5,326.0315,C9H12FN2O8P,H1O3P1,79.9663
R08234,277.0382,C9H7N7O2S,152.0157,C5H4N4S,C-4H-3N-3O-2,-125.0225
R08235,152.0157,C5H4N4S,184.0055,C5H4N4O2S,O2,31.9898
R08236,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R08236,152.0157,C5H4N4S,166.0313,C6H6N4S,C1H2,14.0156
R08237,389.9518,C5H13O14P3,364.0243,C10H13N4O7PS,C5N4O-7P-2S1,-25.9275
R08237,152.0157,C5H4N4S,364.0243,C10H13N4O7PS,C5H9O7P1,212.0086
R08238,389.9518,C5H13O14P3,378.0399,C11H15N4O7PS,C6H2N4O-7P-2S1,-11.9119
R08238,166.0313,C6H6N4S,378.0399,C11H15N4O7PS,C5H9O7P1,212.0086
R08239,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R08239,364.0243,C10H13N4O7PS,378.0399,C11H15N4O7PS,C1H2,14.0156
R08240,664.1169,C21H28N7O14P2,380.0192,C10H13N4O8PS,C-11H-15N-3O-6P-1S1,-284.0977
R08240,364.0243,C10H13N4O7PS,380.0192,C10H13N4O8PS,O1,15.9949
R08241,506.9957,C10H16N5O13P3,443.9906,C10H14N4O10P2S,H-2N-1O-3P-1S1,-63.0051
R08241,364.0243,C10H13N4O7PS,427.0294,C10H15N5O10P2,H2N1O3P1S-1,63.0051
R08242,506.9957,C10H16N5O13P3,523.9569,C10H15N4O13P3S,H-1N-1S1,16.9612
R08242,443.9906,C10H14N4O10P2S,427.0294,C10H15N5O10P2,H1N1S-1,-16.9612
R08243,523.9569,C10H15N4O13P3S,364.0243,C10H13N4O7PS,H-2O-6P-2,-159.9326
R08244,506.9957,C10H16N5O13P3,379.0352,C10H14N5O7PS,H-2O-6P-2S1,-127.9605
R08244,146.0691,C5H10N2O3,147.0532,C5H9NO4,H-1N-1O1,0.9841
R08244,380.0192,C10H13N4O8PS,379.0352,C10H14N5O7PS,H1N1O-1,-0.984
R08245,389.9518,C5H13O14P3,379.0352,C10H14N5O7PS,C5H1N5O-7P-2S1,-10.9166
R08245,167.0266,C5H5N5S,379.0352,C10H14N5O7PS,C5H9O7P1,212.0086
R08246,398.1372,C15H22N6O5S,393.0508,C11H16N5O7PS,C-4H-6N-1O2P1,-5.0864
R08246,379.0352,C10H14N5O7PS,384.1216,C14H20N6O5S,C4H6N1O-2P-1,5.0864
R08247,150.0528,C5H10O5,150.0528,C5H10O5,,0
R08248,809.1258,C23H38N7O17P3S,767.1152,C21H36N7O16P3S,C-2H-2O-1,-42.0106
R08248,137.0589,C6H7N3O,179.0695,C8H9N3O2,C2H2O1,42.0106
R08249,179.0695,C8H9N3O2,123.032,C6H5NO2,C-2H-4N-2,-56.0375
